C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000121.spe	269.34	5.06	1	0.017518	-0.010617	0.009949	0.091522	41778	1.24	0.032	0.100	0.820	0.059	1.183	5.226	0.963	6.842	0.468	0.362	170.691	0.461	0.179	0.991	0.450	2.339	2.267	4.191	0.043	0.085	0.193	0.000	0.569	0.078	0.054	0.000	0.713	0.022	0.708	1.559	0.000	0.765	0.195	0.773	0.000	0.422	0.295	4.731	0.160	0.183	0.000	0.000	0.139	0.053	119.688	29.981	0.325	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000122.spe	271.34	5.10	1	0.017519	-0.010617	0.009934	0.091522	40957	1.23	0.000	0.127	1.041	0.000	0.965	5.596	0.831	6.950	0.384	0.402	174.802	0.582	0.000	0.735	0.186	2.118	1.953	4.305	0.040	0.130	0.271	0.000	0.576	0.213	0.105	0.000	0.665	0.431	0.370	1.292	0.000	0.830	0.458	0.720	0.367	0.526	0.841	4.863	0.051	0.513	0.000	0.256	0.270	0.162	113.188	28.044	0.318	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000123.spe	273.34	5.07	1	0.017518	-0.010617	0.009960	0.091522	41881	1.35	0.000	0.206	1.225	0.015	1.147	7.104	0.685	8.298	0.662	0.358	188.836	0.525	0.000	0.862	0.000	1.786	1.877	4.644	0.046	0.016	0.223	0.013	0.488	0.000	0.043	0.000	0.437	0.000	0.278	1.777	0.000	0.458	0.062	0.356	0.316	0.648	1.103	6.011	0.502	0.000	0.000	0.000	0.608	0.172	109.669	28.104	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000124.spe	275.34	5.06	1	0.017516	-0.010617	0.009996	0.091522	41486	1.32	0.000	0.120	1.415	0.023	1.136	7.405	0.830	8.600	0.830	0.443	184.670	0.630	0.000	0.892	0.263	2.553	2.449	6.531	0.000	0.000	0.351	0.000	0.686	0.000	0.016	0.000	1.204	0.085	0.495	1.227	0.000	0.501	0.509	0.716	0.123	0.741	0.370	4.533	0.490	0.403	0.145	0.450	0.973	0.223	108.732	28.690	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000125.spe	277.34	5.05	1	0.017518	-0.010617	0.009996	0.091522	39733	1.29	0.012	0.196	1.453	0.028	1.166	6.722	0.886	7.621	0.503	0.361	170.652	0.689	0.057	1.024	0.024	1.874	2.333	5.720	0.000	0.000	0.306	0.062	0.582	0.000	0.139	0.000	0.934	0.000	0.157	1.434	0.000	0.210	0.275	0.543	0.444	0.735	0.889	4.419	0.283	0.257	0.000	0.000	0.548	0.578	104.050	28.175	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000126.spe	279.34	5.04	1	0.017516	-0.010617	0.010010	0.091522	41048	1.62	0.000	0.057	1.083	0.021	1.092	7.435	0.564	7.414	0.407	0.371	203.806	0.591	0.000	0.874	0.080	2.617	2.490	3.698	0.069	0.074	0.233	0.098	0.751	0.100	0.119	0.000	0.483	0.000	0.337	1.936	0.000	0.561	0.467	0.387	0.000	0.592	0.805	5.925	0.000	0.514	0.000	0.000	0.683	0.271	100.315	27.301	0.306	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000127.spe	281.34	5.04	1	0.017520	-0.010617	0.010049	0.091522	41235	1.49	0.000	0.104	1.316	0.016	0.967	7.421	0.648	8.733	0.872	0.408	197.644	0.719	0.000	0.956	0.021	2.698	2.793	4.346	0.000	0.126	0.223	0.000	0.606	0.000	0.211	0.000	0.096	0.000	0.316	1.673	0.172	0.578	0.551	0.574	0.000	0.569	1.159	5.849	0.333	0.238	0.000	0.090	1.221	0.110	101.390	27.126	0.309	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000128.spe	283.34	5.02	1	0.017522	-0.010617	0.010098	0.091522	40715	1.27	0.000	0.103	1.247	0.048	1.050	7.033	0.828	7.863	0.835	0.418	182.706	0.767	0.000	1.029	0.147	2.664	2.793	3.431	0.031	0.061	0.308	0.000	0.627	0.000	0.174	0.000	0.000	0.191	0.118	1.529	0.258	0.694	0.409	1.041	0.000	0.584	0.723	5.463	0.124	0.628	0.000	0.000	0.374	0.078	106.001	28.351	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000129.spe	285.34	5.02	1	0.017523	-0.010617	0.010113	0.091522	39662	1.36	0.000	0.153	1.154	0.017	0.998	6.292	0.729	7.909	0.515	0.319	156.991	0.708	0.000	0.673	0.206	2.214	2.523	3.949	0.049	0.057	0.077	0.070	0.505	0.044	0.123	0.000	0.000	0.132	0.000	1.440	0.000	0.414	0.323	0.567	0.107	0.599	1.044	4.528	0.298	0.271	0.000	0.000	0.541	0.079	109.648	28.083	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000130.spe	287.34	5.01	1	0.017524	-0.010617	0.010090	0.091522	41063	1.59	0.000	0.157	0.882	0.045	1.153	5.878	0.737	7.814	0.515	0.353	164.931	0.683	0.000	0.822	0.176	2.709	2.560	4.535	0.035	0.011	0.143	0.055	0.605	0.066	0.110	0.000	0.000	0.259	0.449	1.608	0.000	0.626	0.255	0.509	0.000	0.465	0.795	4.995	0.267	0.000	0.018	0.000	0.424	0.249	113.239	28.699	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000131.spe	289.34	5.03	1	0.017517	-0.010617	0.010123	0.091522	42485	1.35	0.012	0.097	0.919	0.056	0.904	6.208	0.844	7.532	1.028	0.500	174.415	0.623	0.000	0.979	0.268	2.529	2.313	4.982	0.033	0.110	0.235	0.000	0.679	0.000	0.116	0.000	0.486	0.000	0.334	1.665	0.000	0.376	0.153	0.607	0.000	0.627	0.967	4.898	0.327	0.000	0.391	0.000	0.923	0.355	119.431	30.172	0.326	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000132.spe	291.34	5.02	1	0.017516	-0.010617	0.010153	0.091522	44133	1.33	0.000	0.098	0.658	0.017	0.945	5.516	0.875	7.414	0.641	0.525	178.435	0.511	0.000	0.724	0.109	3.007	2.837	5.884	0.046	0.137	0.222	0.099	0.705	0.000	0.030	0.000	0.975	0.000	0.563	1.762	0.028	0.658	0.259	0.724	0.000	0.061	0.805	5.462	0.000	0.396	0.015	0.000	0.447	0.255	128.209	30.553	0.337	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000133.spe	293.34	5.04	1	0.017516	-0.010617	0.010141	0.091522	44888	1.33	0.000	0.106	0.634	0.014	0.980	5.511	1.167	8.273	0.963	0.751	175.163	0.567	0.000	0.877	0.541	2.887	2.757	4.749	0.045	0.111	0.561	0.000	0.442	0.000	0.000	0.000	1.054	0.000	0.672	1.494	0.000	0.902	0.137	0.307	0.000	0.183	0.475	5.476	0.000	0.000	0.000	0.000	0.331	0.070	134.938	30.872	0.343	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000134.spe	295.34	5.05	1	0.017519	-0.010617	0.010141	0.091522	44450	1.20	0.000	0.108	0.689	0.085	0.919	5.098	0.954	7.550	0.446	0.557	181.486	0.606	0.000	0.863	0.384	2.526	2.527	5.429	0.039	0.133	0.348	0.000	0.560	0.062	0.044	0.000	0.000	0.000	0.250	1.501	0.000	1.182	0.094	0.636	0.079	0.567	0.841	5.767	0.189	0.043	0.000	0.000	0.685	0.117	129.695	30.482	0.338	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000135.spe	297.34	5.04	1	0.017517	-0.010617	0.010037	0.091522	46701	1.38	0.000	0.108	0.556	0.000	1.246	5.864	1.059	7.345	0.748	0.892	207.737	0.707	0.000	1.047	0.672	2.469	2.148	4.739	0.000	0.000	0.079	0.097	0.440	0.000	0.070	0.000	0.239	0.000	0.126	1.942	0.146	0.837	0.271	1.063	0.355	0.672	0.989	6.550	0.107	0.031	0.073	0.000	0.386	0.154	135.984	31.340	0.347	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000136.spe	299.34	5.04	1	0.017515	-0.010617	0.010000	0.091522	45104	1.28	0.000	0.137	0.491	0.103	1.014	5.621	1.228	8.551	0.772	0.754	178.602	0.765	0.015	0.896	0.426	2.199	2.308	4.766	0.052	0.054	0.252	0.000	0.527	0.000	0.089	0.000	1.446	0.000	0.247	1.933	0.000	0.979	0.000	0.506	0.091	0.474	0.768	4.936	0.000	0.240	0.000	0.000	0.062	0.060	134.324	30.830	0.341	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000137.spe	301.34	5.05	1	0.017515	-0.010617	0.010017	0.091522	41051	1.30	0.000	0.171	1.307	0.055	1.135	6.714	0.891	7.082	0.520	0.471	158.976	0.936	0.047	1.252	0.500	1.954	2.237	5.753	0.039	0.067	0.291	0.000	0.660	0.031	0.204	0.000	0.892	0.000	0.000	1.458	0.133	0.600	0.453	0.606	1.084	0.671	1.115	4.506	0.322	0.331	0.311	0.000	0.995	0.435	115.380	29.308	0.318	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000138.spe	303.34	5.03	1	0.017515	-0.010617	0.010017	0.091522	39855	1.26	0.000	0.120	1.444	0.027	1.019	6.943	0.622	8.561	0.887	0.500	158.530	0.690	0.151	1.177	0.000	2.585	2.390	4.389	0.000	0.000	0.323	0.124	0.739	0.000	0.281	0.000	0.864	0.000	0.414	1.370	0.000	0.237	0.077	1.200	0.000	0.619	0.423	4.615	0.198	0.512	0.099	0.195	0.519	0.123	108.855	28.926	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000139.spe	305.34	5.03	1	0.017515	-0.010617	0.009984	0.091522	38585	1.25	0.000	0.151	1.596	0.038	1.089	6.476	0.637	7.151	0.337	0.404	134.417	0.666	0.148	0.904	0.000	2.174	2.575	4.198	0.016	0.090	0.000	0.186	0.725	0.175	0.225	0.000	1.074	0.000	0.164	1.524	0.017	0.215	0.378	0.395	0.000	0.357	0.928	3.903	0.208	0.621	0.000	0.156	0.311	0.243	109.747	29.826	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000140.spe	307.34	5.02	1	0.017514	-0.010617	0.009950	0.091522	38662	1.46	0.000	0.077	1.825	0.072	1.023	6.473	0.700	7.718	0.771	0.444	131.366	0.708	0.000	0.656	0.000	1.517	2.253	8.289	0.000	0.080	0.271	0.000	0.600	0.000	0.445	0.000	0.997	0.000	0.290	0.937	0.000	0.000	0.098	0.676	0.219	0.428	0.626	3.945	0.000	0.381	0.000	0.309	0.639	0.744	107.445	30.136	0.309	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000141.spe	309.34	5.01	1	0.017517	-0.010617	0.009856	0.091522	40095	1.38	0.000	0.149	1.446	0.000	1.116	6.357	0.763	7.302	0.948	0.449	146.081	0.773	0.000	1.149	0.126	2.227	2.252	6.940	0.021	0.057	0.298	0.000	0.634	0.000	0.149	0.000	0.484	0.000	0.049	1.483	0.326	0.632	0.742	0.545	0.118	0.332	1.054	4.958	0.799	0.433	0.000	0.000	0.609	0.193	109.708	29.572	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000142.spe	311.34	5.01	1	0.017518	-0.010617	0.009809	0.091522	42200	1.36	0.000	0.092	1.134	0.000	1.049	6.547	0.947	8.488	0.649	0.501	172.461	0.642	0.000	0.857	0.279	2.693	3.138	6.376	0.000	0.000	0.218	0.033	0.616	0.000	0.233	0.000	0.574	0.000	0.149	1.627	0.000	0.565	0.419	0.768	0.148	0.607	0.991	4.709	0.000	0.110	0.000	0.000	0.364	0.491	114.434	29.019	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000143.spe	313.34	5.02	1	0.017519	-0.010617	0.009852	0.091522	42563	1.35	0.000	0.090	0.939	0.076	0.967	6.906	1.008	8.707	0.785	0.617	174.928	0.657	0.000	1.110	0.158	2.519	2.825	6.583	0.019	0.087	0.263	0.000	0.483	0.000	0.000	0.000	0.818	0.000	0.203	1.607	0.121	0.206	0.168	0.450	0.030	0.366	0.941	5.072	0.000	0.000	0.162	0.000	0.603	0.031	116.923	29.130	0.324	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000144.spe	315.34	5.03	1	0.017517	-0.010617	0.009852	0.091522	43800	1.52	0.000	0.122	0.708	0.016	1.046	5.877	1.003	8.021	0.783	0.706	172.644	0.682	0.000	0.965	0.541	2.489	2.832	7.307	0.082	0.014	0.207	0.000	0.436	0.000	0.139	0.000	0.503	0.000	0.358	1.685	0.019	0.698	0.196	0.355	0.105	0.372	0.834	5.817	0.000	0.312	0.000	0.000	0.467	0.106	127.045	30.425	0.336	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000145.spe	317.34	5.05	1	0.017515	-0.010617	0.009900	0.091522	46415	1.37	0.000	0.085	0.546	0.053	1.038	5.129	1.160	7.196	0.950	1.075	199.034	0.561	0.000	0.833	0.352	2.827	2.996	5.152	0.039	0.011	0.095	0.073	0.583	0.000	0.031	0.000	1.598	0.000	0.620	1.946	0.347	0.955	0.462	1.093	0.042	0.681	0.930	6.136	0.380	0.402	0.153	0.000	0.847	0.207	138.587	31.778	0.349	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000146.spe	319.34	5.04	1	0.017514	-0.010617	0.009915	0.091522	47688	1.53	0.000	0.072	0.530	0.032	1.225	4.538	1.183	6.764	0.795	0.862	202.037	0.734	0.029	1.024	0.936	2.427	2.225	6.204	0.025	0.032	0.260	0.000	0.265	0.000	0.016	0.000	1.573	0.000	0.354	1.967	0.219	1.640	0.447	0.408	0.343	0.495	1.001	6.170	0.000	0.293	0.439	0.000	0.499	0.000	146.536	31.942	0.360	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000147.spe	321.34	5.06	1	0.017517	-0.010617	0.009890	0.091522	47649	1.43	0.000	0.166	0.548	0.076	1.221	4.310	1.549	6.392	1.032	0.960	201.749	0.767	0.000	0.937	0.756	2.003	2.242	5.010	0.024	0.000	0.217	0.000	0.528	0.000	0.013	0.000	0.722	0.000	0.273	1.814	0.000	0.819	0.000	0.698	0.596	0.541	1.202	5.888	0.000	0.179	0.000	0.000	0.000	0.147	147.824	32.676	0.359	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000148.spe	323.34	5.04	1	0.017516	-0.010617	0.009878	0.091522	47506	1.47	0.000	0.014	0.515	0.061	0.940	4.419	1.245	6.786	0.734	0.972	196.635	0.689	0.000	0.867	0.610	2.372	2.317	4.880	0.000	0.139	0.193	0.137	0.481	0.000	0.096	0.000	1.013	0.000	0.257	1.906	0.000	0.785	0.000	0.905	0.000	0.290	1.255	5.918	0.000	0.028	0.000	0.000	0.233	0.000	147.788	31.215	0.359	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000149.spe	325.34	5.10	1	0.017515	-0.010617	0.009841	0.091522	47905	1.36	0.000	0.014	0.566	0.000	1.108	4.859	1.361	7.402	0.657	0.956	206.622	0.819	0.000	0.826	0.912	2.551	1.768	4.548	0.046	0.056	0.069	0.025	0.444	0.000	0.156	0.000	1.226	0.000	0.431	2.035	0.000	1.289	0.334	0.887	0.000	0.350	0.810	6.353	0.000	0.000	0.000	0.000	0.209	0.000	145.876	31.101	0.356	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000150.spe	327.34	5.06	1	0.017514	-0.010617	0.009827	0.091522	45303	1.45	0.000	0.013	0.733	0.070	0.870	5.869	1.091	7.722	0.788	0.807	187.545	0.665	0.000	1.031	0.463	2.597	2.667	4.117	0.036	0.136	0.364	0.075	0.675	0.000	0.000	0.000	1.163	0.000	0.376	1.862	0.000	0.968	0.389	0.810	0.000	0.384	0.932	5.390	0.000	0.270	0.000	0.000	0.665	0.108	133.930	31.211	0.345	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000151.spe	329.34	5.06	1	0.017516	-0.010617	0.009827	0.091522	45493	1.36	0.027	0.125	0.641	0.080	0.949	5.103	1.105	7.335	0.643	0.811	182.197	0.666	0.000	0.938	0.411	2.730	2.895	5.206	0.000	0.084	0.054	0.172	0.542	0.000	0.089	0.000	0.839	0.018	0.361	1.738	0.069	1.108	0.269	0.739	0.000	0.627	1.038	5.857	0.386	0.171	0.000	0.000	0.510	0.000	138.815	31.651	0.349	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000152.spe	331.34	5.06	1	0.017515	-0.010617	0.009827	0.091522	46447	1.43	0.000	0.064	0.678	0.126	1.144	5.573	1.371	7.776	0.706	0.802	189.234	0.721	0.000	0.870	0.407	2.647	2.950	4.348	0.036	0.000	0.203	0.000	0.614	0.000	0.077	0.000	1.708	0.251	0.126	1.659	0.185	1.135	0.519	0.429	0.000	0.795	1.034	5.171	0.134	0.178	0.045	0.000	0.512	0.000	144.977	32.792	0.351	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000153.spe	333.34	5.08	1	0.017516	-0.010617	0.009773	0.091522	45589	1.44	0.000	0.080	0.769	0.058	1.064	5.420	1.216	6.145	0.554	0.792	180.867	0.476	0.000	0.655	0.531	2.419	2.252	3.618	0.047	0.104	0.043	0.130	0.500	0.000	0.000	0.000	1.802	0.000	0.405	2.091	0.000	1.044	0.137	0.521	0.000	0.418	1.093	5.443	0.000	0.062	0.000	0.000	0.377	0.288	142.756	30.986	0.349	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000154.spe	335.34	5.07	1	0.017516	-0.010617	0.009766	0.091522	47690	1.43	0.000	0.047	0.551	0.012	1.201	3.996	1.496	6.800	0.456	1.011	187.002	0.671	0.000	0.692	0.435	2.017	2.499	3.563	0.025	0.015	0.135	0.000	0.410	0.000	0.129	0.000	0.995	0.000	0.487	1.655	0.000	1.298	0.000	0.855	0.086	0.530	0.811	6.117	0.000	0.304	0.000	0.000	0.341	0.000	157.911	32.586	0.366	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000155.spe	337.34	5.06	1	0.017518	-0.010617	0.009766	0.091522	49421	1.36	0.000	0.000	0.451	0.012	1.174	4.464	1.705	6.031	0.318	1.058	196.112	0.723	0.330	0.606	0.880	2.378	2.571	3.876	0.012	0.000	0.204	0.000	0.367	0.089	0.000	0.000	0.637	0.369	0.066	1.379	0.264	1.587	0.000	0.769	0.114	0.387	1.259	6.726	0.000	0.217	0.000	0.000	0.000	0.276	161.854	32.716	0.372	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000156.spe	339.34	5.06	1	0.017516	-0.010617	0.009748	0.091522	48943	1.54	0.000	0.098	0.526	0.109	0.936	4.987	1.569	7.004	0.575	0.968	200.462	0.742	0.000	0.760	0.726	2.555	2.375	3.314	0.000	0.111	0.122	0.025	0.329	0.000	0.000	0.000	1.221	0.000	0.107	2.272	0.000	1.310	0.000	0.966	0.000	0.380	1.341	6.124	0.000	0.000	0.000	0.000	0.287	0.000	157.752	31.408	0.369	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000157.spe	341.34	5.06	1	0.017514	-0.010617	0.009788	0.091522	48476	1.45	0.000	0.118	0.644	0.014	0.815	5.462	1.543	7.985	0.568	0.855	202.955	0.671	0.000	0.999	0.565	2.837	3.069	4.820	0.043	0.138	0.199	0.000	0.437	0.000	0.000	0.000	1.685	0.000	0.526	1.808	0.000	1.367	0.090	0.424	0.000	0.505	0.881	6.262	0.000	0.000	0.000	0.000	0.668	0.000	151.035	31.638	0.364	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000158.spe	343.34	5.06	1	0.017516	-0.010617	0.009817	0.091522	48624	1.56	0.000	0.157	0.636	0.070	1.015	5.688	1.278	8.500	0.363	0.747	200.613	0.793	0.000	0.900	0.593	2.249	3.036	5.329	0.047	0.131	0.178	0.051	0.345	0.106	0.013	0.000	1.549	0.000	0.400	2.467	0.000	1.170	0.217	1.030	0.544	0.652	1.074	5.351	0.000	0.000	0.000	0.000	0.159	0.102	150.871	32.802	0.365	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000159.spe	345.34	5.07	1	0.017518	-0.010617	0.009867	0.091522	47936	1.34	0.000	0.162	0.670	0.065	0.925	6.206	1.540	8.576	0.950	0.676	197.241	0.742	0.127	0.844	0.571	1.876	2.766	5.505	0.000	0.091	0.251	0.000	0.526	0.000	0.050	0.000	0.060	0.212	0.609	1.880	0.000	1.000	0.074	0.529	1.318	0.434	0.472	5.945	0.340	0.116	0.000	0.000	0.458	0.000	148.795	32.312	0.359	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000160.spe	347.34	5.09	1	0.017519	-0.010617	0.009881	0.091522	47965	1.43	0.000	0.113	0.640	0.085	0.863	5.812	1.459	8.792	0.959	0.966	191.405	0.672	0.117	0.774	0.560	2.565	3.278	5.673	0.035	0.094	0.319	0.000	0.592	0.000	0.123	0.000	0.588	0.097	0.505	1.783	0.000	0.869	0.000	0.608	0.169	0.464	0.740	6.269	0.231	0.000	0.000	0.000	0.590	0.109	149.231	32.467	0.363	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000161.spe	349.34	5.07	1	0.017520	-0.010617	0.009901	0.091522	50025	1.61	0.000	0.059	0.635	0.040	1.071	5.042	1.426	7.266	0.612	1.030	216.002	0.653	0.000	0.718	0.910	2.693	3.069	4.716	0.038	0.048	0.203	0.087	0.318	0.000	0.120	0.000	0.000	0.000	0.572	2.639	0.000	1.063	0.114	0.393	0.162	0.190	0.816	7.478	0.000	0.000	0.000	0.000	0.549	0.116	159.296	33.005	0.373	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000162.spe	351.34	5.07	1	0.017515	-0.010617	0.009860	0.091522	50238	1.42	0.000	0.135	0.474	0.013	0.897	5.530	1.599	8.237	0.257	0.803	214.264	0.648	0.000	0.887	0.835	3.035	2.932	4.269	0.000	0.134	0.237	0.000	0.352	0.395	0.134	0.000	1.329	0.000	0.634	1.842	0.000	1.352	0.000	0.201	0.000	0.392	0.918	7.037	0.000	0.000	0.000	0.000	0.542	0.000	157.493	32.461	0.373	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000163.spe	353.34	5.07	1	0.017516	-0.010617	0.009838	0.091522	49466	1.46	0.000	0.133	0.582	0.120	0.932	6.321	1.417	8.494	1.041	1.029	211.657	0.945	0.000	1.045	0.861	2.793	2.662	4.129	0.043	0.022	0.141	0.207	0.594	0.000	0.000	0.000	1.534	0.000	0.029	1.854	0.156	1.494	0.590	0.762	0.000	0.597	1.512	6.367	0.000	0.000	0.000	0.000	0.328	0.162	157.974	32.891	0.369	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000164.spe	355.34	5.06	1	0.017518	-0.010617	0.009912	0.091522	49289	1.42	0.000	0.128	0.718	0.000	1.164	6.242	1.455	9.051	0.701	0.883	219.820	0.656	0.000	1.032	1.038	3.516	2.775	4.843	0.056	0.000	0.268	0.000	0.664	0.023	0.081	0.000	0.415	0.000	0.416	1.949	0.000	1.404	0.188	0.493	0.000	0.426	1.178	6.923	0.000	0.028	0.000	0.000	0.723	0.051	150.551	31.920	0.365	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000165.spe	357.34	5.07	1	0.017517	-0.010617	0.009932	0.091522	50067	1.47	0.000	0.085	0.755	0.044	1.061	6.194	1.365	9.176	0.905	1.024	231.354	0.837	0.000	1.105	0.461	2.944	2.557	4.159	0.042	0.069	0.256	0.014	0.566	0.000	0.078	0.000	0.444	0.000	0.258	2.233	0.000	1.254	0.000	0.666	0.000	0.754	1.116	7.460	0.000	0.000	0.000	0.000	0.143	0.281	150.120	32.143	0.370	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000166.spe	359.34	5.07	1	0.017515	-0.010617	0.009932	0.091522	49879	1.46	0.000	0.090	0.637	0.027	1.026	6.525	1.366	9.519	0.275	0.792	218.357	0.945	0.000	1.250	0.782	3.555	2.872	5.130	0.064	0.113	0.263	0.106	0.729	0.471	0.071	0.000	0.737	0.000	0.303	2.101	0.000	1.350	0.311	0.809	0.000	0.765	1.434	6.698	0.000	0.000	0.000	0.000	0.481	0.000	153.652	33.150	0.367	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000167.spe	361.34	5.07	1	0.017517	-0.010617	0.009932	0.091522	50040	1.57	0.000	0.036	0.578	0.070	0.909	6.708	1.278	9.278	1.030	1.036	223.169	0.966	0.000	0.990	0.563	3.076	2.920	3.732	0.022	0.121	0.000	0.210	0.615	0.000	0.000	0.000	0.461	0.000	0.058	2.153	0.000	1.156	0.074	0.790	0.000	0.749	1.285	6.515	0.000	0.000	0.000	0.000	0.023	0.000	153.924	32.756	0.368	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000168.spe	363.34	5.05	1	0.017518	-0.010617	0.009932	0.091522	49142	1.41	0.000	0.198	0.525	0.096	1.158	6.330	1.316	8.237	0.653	1.006	218.026	0.898	0.000	1.113	0.904	2.571	2.701	2.894	0.000	0.000	0.037	0.087	0.484	0.032	0.156	0.000	0.135	0.000	0.197	2.393	0.182	0.892	0.458	0.514	0.179	0.798	1.300	6.595	0.092	0.114	0.000	0.000	0.492	0.156	148.809	32.649	0.361	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000169.spe	365.34	5.04	1	0.017516	-0.010617	0.009873	0.091522	46924	1.36	0.000	0.124	0.916	0.049	0.897	6.457	1.400	8.755	1.024	1.003	211.734	0.624	0.091	1.103	0.383	2.023	2.298	3.609	0.013	0.128	0.103	0.085	0.531	0.000	0.191	0.000	0.642	0.000	0.656	1.753	0.000	0.891	0.000	0.539	0.332	0.484	0.849	6.853	0.299	0.000	0.000	0.000	0.475	0.000	134.341	30.601	0.341	
